field1,field2,field3,field4,field5,field6,field7,field8
29/07/15,14:38,Gesprek,naar,062374XXXX,0.00130787,Û,0
30/07/15,14:34,Gesprek,naar,062374XXXX,4.62963E-05,Û,0
31/07/15,15:24,Gesprek,naar,062374XXXX,0.000104167,Û,0
31/07/15,15:56,Gesprek,naar,062374XXXX,0.000497685,Û,0
01/07/15,06:37,Internet,gebruik,(254,kB),Û,0
01/07/15,08:42,Internet,gebruik,(14,kB),Û,0
01/07/15,08:48,Internet,gebruik,(153,kB),Û,0
01/07/15,13:10,Internet,gebruik,(382,kB),Û,0
01/07/15,17:23,Internet,gebruik,(1655,kB),Û,0
01/07/15,23:08,Internet,gebruik,(227,kB),Û,0
02/07/15,07:08,Internet,gebruik,(5,kB),Û,0
02/07/15,07:41,Internet,gebruik,(251,kB),Û,0
02/07/15,14:06,Internet,gebruik,(332,kB),Û,0
02/07/15,18:08,Internet,gebruik,(43,kB),Û,0
02/07/15,19:11,Internet,gebruik,(60002,kB),Û,0
02/07/15,21:32,Internet,gebruik,(39434,kB),Û,0
03/07/15,05:32,Internet,gebruik,(1338,kB),Û,0
03/07/15,12:07,Internet,gebruik,(305,kB),Û,0
03/07/15,14:55,Internet,gebruik,(401,kB),Û,0
03/07/15,16:31,Internet,gebruik,(236,kB),Û,0
03/07/15,17:55,Internet,gebruik,(15671,kB),Û,0
04/07/15,01:55,Internet,gebruik,(218,kB),Û,0
04/07/15,09:55,Internet,gebruik,(271,kB),Û,0
04/07/15,10:32,Internet,gebruik,(866,kB),Û,0
04/07/15,18:32,Internet,gebruik,(45130,kB),Û,0
05/07/15,02:32,Internet,gebruik,(360,kB),Û,0
05/07/15,10:32,Internet,gebruik,(129,kB),Û,0
05/07/15,13:19,Internet,gebruik,(1946,kB),Û,0
05/07/15,14:46,Internet,gebruik,(10648,kB),Û,0
05/07/15,22:46,Internet,gebruik,(193,kB),Û,0
06/07/15,06:46,Internet,gebruik,(150,kB),Û,0
06/07/15,09:27,Internet,gebruik,(2197,kB),Û,0
06/07/15,16:21,Internet,gebruik,(37,kB),Û,0
06/07/15,16:26,Internet,gebruik,(319,kB),Û,0
07/07/15,00:26,Internet,gebruik,(191,kB),Û,0
07/07/15,08:26,Internet,gebruik,(592,kB),Û,0
07/07/15,16:26,Internet,gebruik,(293,kB),Û,0
08/07/15,00:26,Internet,gebruik,(109,kB),Û,0
08/07/15,08:26,Internet,gebruik,(6521,kB),Û,0
08/07/15,16:26,Internet,gebruik,(119,kB),Û,0
08/07/15,19:32,Internet,gebruik,(1255,kB),Û,0
09/07/15,03:32,Internet,gebruik,(91,kB),Û,0
09/07/15,09:48,Internet,gebruik,(1170,kB),Û,0
09/07/15,13:22,Internet,gebruik,(762,kB),Û,0
09/07/15,21:22,Internet,gebruik,(174,kB),Û,0
10/07/15,05:22,Internet,gebruik,(268,kB),Û,0
10/07/15,11:28,Internet,gebruik,(1481,kB),Û,0
10/07/15,15:24,Internet,gebruik,(555,kB),Û,0
10/07/15,23:24,Internet,gebruik,(336,kB),Û,0
11/07/15,07:24,Internet,gebruik,(6783,kB),Û,0
11/07/15,07:24,Internet,gebruik,(2457,kB),Û,0.36
11/07/15,07:24,Internet,gebruik,(933,kB),Û,0
11/07/15,15:24,Internet,gebruik,(204,kB),Û,0.03
11/07/15,17:29,Internet,gebruik,(915,kB),Û,0.13
12/07/15,01:29,Internet,gebruik,(217,kB),Û,0.04
12/07/15,09:29,Internet,gebruik,(92,kB),Û,0.01
12/07/15,12:01,Internet,gebruik,(7362,kB),Û,1.08
12/07/15,20:01,Internet,gebruik,(114,kB),Û,0.01
13/07/15,04:01,Internet,gebruik,(126,kB),Û,0.02
13/07/15,10:04,Internet,gebruik,(1538,kB),Û,0.23
13/07/15,13:36,Internet,gebruik,(323,kB),Û,0.05
13/07/15,16:09,Internet,gebruik,(25,kB),Û,0
13/07/15,16:09,Internet,gebruik,(1197,kB),Û,0.17
14/07/15,00:09,Internet,gebruik,(6800,kB),Û,0.99
14/07/15,08:09,Internet,gebruik,(98,kB),Û,0.01
14/07/15,10:41,Internet,gebruik,(1276,kB),Û,0.18
14/07/15,16:19,Internet,gebruik,(42138,kB),Û,6.17
15/07/15,00:19,Internet,gebruik,(3,kB),Û,0
15/07/15,00:20,Internet,gebruik,(44,kB),Û,0.01
15/07/15,08:20,Internet,gebruik,(127,kB),Û,0.02
15/07/15,11:49,Internet,gebruik,(212,kB),Û,0.04
15/07/15,13:50,Internet,gebruik,(200,kB),Û,0.03
15/07/15,15:09,Internet,gebruik,(11,kB),Û,0
15/07/15,15:24,Internet,gebruik,(1804,kB),Û,0.27
15/07/15,19:46,Internet,gebruik,(671,kB),Û,0.1
16/07/15,03:46,Internet,gebruik,(1430,kB),Û,0.21
16/07/15,11:46,Internet,gebruik,(77,kB),Û,0.01
16/07/15,12:08,Internet,gebruik,(142,kB),Û,0.02
16/07/15,13:12,Internet,gebruik,(1085,kB),Û,0.16
16/07/15,21:00,Internet,gebruik,(188,kB),Û,0.02
17/07/15,05:00,Internet,gebruik,(175,kB),Û,0.02
17/07/15,11:59,Internet,gebruik,(987,kB),Û,0.15
17/07/15,14:26,Internet,gebruik,(1145,kB),Û,0.17
17/07/15,21:33,Internet,gebruik,(603,kB),Û,0.09
18/07/15,05:33,Internet,gebruik,(1109,kB),Û,0.16
18/07/15,10:46,Internet,gebruik,(127,kB),Û,0.02
18/07/15,14:06,Internet,gebruik,(153,kB),Û,0.02
18/07/15,16:33,Internet,gebruik,(60002,kB),Û,8.79
18/07/15,19:53,Internet,gebruik,(21359,kB),Û,3.13
19/07/15,03:53,Internet,gebruik,(438,kB),Û,0.06
19/07/15,11:53,Internet,gebruik,(1099,kB),Û,0.16
19/07/15,19:53,Internet,gebruik,(108,kB),Û,0.01
19/07/15,20:32,Internet,gebruik,(291,kB),Û,0.05
20/07/15,02:43,Internet,gebruik,(134,kB),Û,0.02
20/07/15,08:27,Internet,gebruik,(85,kB),Û,0.01
20/07/15,09:34,Internet,gebruik,(261,kB),Û,0.04
20/07/15,13:32,Internet,gebruik,(1063,kB),Û,0.16
20/07/15,21:32,Internet,gebruik,(307,kB),Û,0.05
21/07/15,05:32,Internet,gebruik,(307,kB),Û,0.05
21/07/15,13:32,Internet,gebruik,(57,kB),Û,0.01
21/07/15,14:52,Internet,gebruik,(9467,kB),Û,1.39
21/07/15,22:52,Internet,gebruik,(174,kB),Û,0.02
22/07/15,06:52,Internet,gebruik,(476,kB),Û,0.07
22/07/15,14:52,Internet,gebruik,(281,kB),Û,0.04
22/07/15,16:11,Internet,gebruik,(111,kB),Û,0.01
22/07/15,17:55,Internet,gebruik,(101,kB),Û,0.01
22/07/15,19:32,Internet,gebruik,(3271,kB),Û,0.48
23/07/15,03:32,Internet,gebruik,(572,kB),Û,0.08
23/07/15,11:32,Internet,gebruik,(807,kB),Û,0.12
23/07/15,13:56,Internet,gebruik,(735,kB),Û,0.11
23/07/15,21:56,Internet,gebruik,(286,kB),Û,0.04
24/07/15,05:56,Internet,gebruik,(489,kB),Û,0.07
24/07/15,13:48,Internet,gebruik,(86,kB),Û,0.01
24/07/15,16:14,Internet,gebruik,(2216,kB),Û,0.33
25/07/15,00:14,Internet,gebruik,(179,kB),Û,0.02
25/07/15,08:14,Internet,gebruik,(5620,kB),Û,0.82
25/07/15,16:14,Internet,gebruik,(40,kB),Û,0
25/07/15,17:43,Internet,gebruik,(825,kB),Û,0.12
26/07/15,01:43,Internet,gebruik,(2411,kB),Û,0.35
26/07/15,09:43,Internet,gebruik,(2311,kB),Û,0.34
26/07/15,17:36,Internet,gebruik,(416,kB),Û,0.06
27/07/15,01:36,Internet,gebruik,(286,kB),Û,0.04
27/07/15,09:36,Internet,gebruik,(7076,kB),Û,1.04
27/07/15,14:31,Internet,gebruik,(5415,kB),Û,0.8
27/07/15,15:09,Internet,gebruik,(366,kB),Û,0.05
27/07/15,23:09,Internet,gebruik,(166,kB),Û,0.02
28/07/15,07:09,Internet,gebruik,(447,kB),Û,0.06
28/07/15,15:09,Internet,gebruik,(72,kB),Û,0.01
28/07/15,16:34,Internet,gebruik,(341,kB),Û,0.05
29/07/15,00:34,Internet,gebruik,(145,kB),Û,0.02
29/07/15,08:34,Internet,gebruik,(362,kB),Û,0.05
29/07/15,14:30,Internet,gebruik,(2,kB),Û,0
29/07/15,14:40,Internet,gebruik,(443,kB),Û,0.06
29/07/15,22:40,Internet,gebruik,(229,kB),Û,0.04
30/07/15,06:40,Internet,gebruik,(113,kB),Û,0.01
30/07/15,09:56,Internet,gebruik,(8732,kB),Û,1.28
30/07/15,14:51,Internet,gebruik,(23,kB),Û,0
30/07/15,14:51,Internet,gebruik,(49,kB),Û,0.01
30/07/15,16:00,Internet,gebruik,(727,kB),Û,0.11
31/07/15,00:00,Internet,gebruik,(382,kB),Û,0.06
31/07/15,08:00,Internet,gebruik,(7201,kB),Û,1.05
31/07/15,13:34,Internet,gebruik,(10924,kB),Û,1.6
31/07/15,21:34,Internet,gebruik,(44,kB),Û,0.01
29/06/15,13:09,Gesprek,naar,062374XXXX,0.000798611,Û,0
29/06/15,14:43,Gesprek,naar,062374XXXX,0.001006944,Û,0
29/06/15,13:08,Internet,gebruik,(2199,kB),Û,0
29/06/15,14:43,Internet,gebruik,(60002,kB),Û,0
29/06/15,15:05,Internet,gebruik,(26151,kB),Û,0
29/06/15,23:05,Internet,gebruik,(231,kB),Û,0
30/06/15,07:05,Internet,gebruik,(335,kB),Û,0
30/06/15,15:05,Internet,gebruik,(227,kB),Û,0
30/06/15,17:16,Internet,gebruik,(29,kB),Û,0
30/06/15,18:18,Internet,gebruik,(357,kB),Û,0
30/06/15,22:37,Internet,gebruik,(1023,kB),Û,0
